timestamp,playerPos,offset
5699,14,0
5719,14,0
5733,14,0
5749,15,0
5765,15,0
5782,15,0
5799,15,0
5817,15,0
5832,15,0
5849,15,0
5865,15,0
5883,15,0
5899,16,0
5916,16,0
5933,16,0
5949,16,0
5966,16,0
5983,16,0
6000,16,0
6015,16,0
6032,16,0
6048,16,0
6065,16,0
6082,16,0
6099,16,0
6116,16,0
6132,16,0
6149,16,0
6165,16,0
6182,16,0
6199,16,0
6215,16,0
6233,16,0
6249,16,0
6266,16,0
6283,16,0
6299,16,0
6315,16,0
6333,16,0
6349,16,0
6365,16,0
6383,16,0
6399,16,0
6416,16,0
6432,16,0
6449,16,0
6466,16,0
6483,16,0
6499,16,0
6516,16,0
6532,16,0
6549,16,0
6566,16,0
6583,16,0
6599,16,0
6616,16,0
6633,16,0
6649,16,0
6665,16,0
6683,16,0
6699,16,0
6716,16,0
6732,16,0
6749,16,0
6766,15,0
6783,15,0
6799,15,0
6816,15,0
6834,15,0
6849,15,0
6866,15,0
6883,15,0
6900,15,0
6916,15,0
6932,15,0
6950,14,0
6966,14,0
6983,14,0
6999,14,0
7015,14,0
7032,14,0
7048,14,0
7067,14,0
7083,14,0
7099,14,0
7117,13,0
7133,13,0
7150,13,0
7166,13,0
7184,13,0
7199,13,0
7215,13,0
7233,13,0
7249,13,0
7266,13,0
7282,12,0
7300,12,0
7316,12,0
7332,12,0
7350,12,0
7365,12,0
7382,12,0
7400,12,0
7416,12,0
7433,12,0
7452,11,0
7467,11,0
7483,11,0
7500,11,0
7517,11,0
7533,11,0
7550,11,0
7566,11,0
7582,11,0
7600,10,0
7616,10,0
7633,10,0
7649,10,0
7666,10,0
7683,10,0
7700,10,0
7716,10,0
7733,9,0
7749,9,0
7766,9,0
7782,9,0
7800,9,0
7816,9,0
7833,9,
