timestamp,playerPos,offset
734,10,0
844,10,0
845,10,0
861,10,0
878,10,0
896,10,0
912,10,0
929,10,0
946,10,0
962,10,0
979,10,0
996,10,0
1011,10,0
1028,10,0
1045,10,0
1064,10,0
1079,10,0
1095,10,0
1112,10,0
1129,10,0
1145,10,0
1163,10,0
1179,10,0
1195,10,0
1212,10,0
1229,10,0
1246,10,0
1263,10,0
1279,10,0
1296,10,0
1313,10,0
1329,10,0
1346,10,0
1363,10,0
1379,10,0
1396,10,0
1413,10,0
1429,10,0
1446,10,0
1462,10,0
1479,10,0
1495,10,0
1512,10,0
1529,10,0
1546,10,0
1563,10,0
1579,10,0
1596,10,0
1613,10,0
1630,10,0
1648,10,0
1663,10,0
1679,10,0
1695,10,0
1713,10,0
1729,10,0
1746,10,0
1762,10,0
1779,10,0
1796,10,0
1813,10,0
1829,10,0
1846,10,0
1863,10,0
1879,10,0
1895,10,0
1913,10,0
1932,10,0
1945,10,0
1962,10,0
1979,10,0
1996,10,0
2027,10,0
2117,10,0
2119,10,0
2144,10,0
2158,10,0
2207,10,0
2223,10,0
2244,10,0
2257,10,0
2280,10,0
2303,10,0
2321,10,0
2336,10,0
2353,10,0
2369,10,0
2385,10,0
2404,10,0
2419,10,0
2436,10,0
2453,10,0
2470,10,0
2485,10,0
2504,10,0
2519,10,0
2539,10,0
2554,10,0
2569,10,0
2585,10,0
2602,10,0
2619,10,0
2635,10,0
2652,10,0
2669,10,0
2686,10,0
2704,10,0
2721,10,0
2737,10,0
2752,10,0
2769,10,0
2790,10,0
2803,10,0
2819,10,0
2835,10,0
2852,10,0
2869,10,0
2890,10,0
2904,10,0
2918,10,0
2937,10,0
2954,10,0
2970,10,0
2987,10,0
3002,10,0
3019,10,0
3038,10,0
3053,10,0
3070,10,0
3086,10,0
3104,10,0
3120,10,0
3137,10,0
3162,10,0
3169,10,0
3187,10,0
3201,10,0
3220,10,0
3237,10,0
3251,10,0
3268,10,0
3290,10,0
3301,10,0
3318,10,0
3335,10,0
3352,10,0
3368,10,0
3384,10,0
3402,10,0
3418,10,0
3436,10,0
3452,10,0
3467,10,0
3485,10,0
3501,10,0
3518,10,0
3534,10,0
3553,10,0
3568,10,0
3585,10,0
3602,10,0
3618,10,0
3635,10,0
3651,10,0
3668,10,0
3684,10,0
3702,10,0
3719,10,0
3735,10,0
3753,10,0
3769,10,0
3791,10,0
3807,10,0
3819,10,0
3836,10,0
3856,10,0
3868,10,0
3885,10,0
3902,10,0
3919,10,0
3936,10,0
3951,10,0
3967,10,0
3985,10,0
4001,10,0
4017,10,0
4035,10,0
4053,10,0
4068,10,0
4086,10,0
4107,10,0
4124,10,0
4137,10,0
4153,10,0
4173,10,0
4186,10,0
4202,10,0
4219,10,0
4236,10,0
4255,10,0
4267,10,0
4284,10,0
4303,10,0
4318,10,0
4334,10,0
4350,10,0
4369,10,0
4385,10,0
4403,10,0
4418,10,0
4434,10,0
4452,10,0
4474,10,0
4486,10,0
4502,10,0
4551,10,0
4552,10,0
4573,10,0
4586,10,0
4602,10,0
4631,10,0
4656,10,0
4740,10,0
4748,10,0
4765,10,0
4782,10,0
4799,10,0
4815,10,0
4833,10,0
4849,10,0
4865,10,0
4882,10,0
4899,10,0
4915,10,0
4932,10,0
4949,10,0
4965,10,0
4983,10,0
4998,10,0
5015,10,0
5031,10,0
5048,10,0
5065,10,0
5082,10,0
5099,10,0
5116,10,0
5133,10,0
5156,11,0
5166,11,0
5182,11,0
5198,11,0
5216,11,0
5232,11,0
5250,11,0
5265,11,0
5283,12,0
5300,12,0
5316,12,0
5332,12,0
5349,12,0
5366,12,0
5383,12,0
5399,12,0
5415,12,0
5432,13,0
5449,13,0
5466,13,0
5483,13,0
5500,13,0
5519,13,0
5532,13,0
5549,13,0
5566,13,0
5582,13,0
5600,14,0
5619,14,0
5632,14,0
5649,14,0
5667,14,0
5682,14,0
